name,playcount,listeners,mbid,url,streamable,tags
Soundgarden,49480511,1978983,153c9281-268f-4cf3-8938-f5a4593e5df4,https://www.last.fm/music/Soundgarden,0,"Grunge, rock, alternative rock"
Train,29163761,1955974,e273f427-3287-472d-84fe-1a9f2f91e5e2,https://www.last.fm/music/Train,0,"rock, alternative rock, alternative"
Phil Collins,33916425,1952816,401c3991-b76b-499d-8082-9f2df958ef78,https://www.last.fm/music/Phil+Collins,0,"pop, 80s, rock"
New Order,60349689,1946666,f1106b17-dcbb-45f6-b938-199ccfab50cc,https://www.last.fm/music/New+Order,0,"new wave, electronic, post-punk"
M.I.A.,61856460,1944688,b22d45dd-deae-4663-a782-542db02e25cf,https://www.last.fm/music/M.I.A.,0,"Hip-Hop, electronic, female vocalists"
Fergie,23732565,1943967,4f9675d2-f6d5-486c-9b26-33dcca998500,https://www.last.fm/music/Fergie,0,"pop, rnb, female vocalists"
Billy Joel,38206365,1938630,64b94289-9474-4d43-8c93-918ccc1920d1,https://www.last.fm/music/Billy+Joel,0,"classic rock, singer-songwriter, rock"
Alanis Morissette,49792314,1937136,4bdcee62-4902-4773-8cd1-e252e2e31225,https://www.last.fm/music/Alanis+Morissette,0,"female vocalists, rock, alternative"
Foster the People,63181424,1934981,e0e1a584-dd0a-4bd1-88d1-c4c62895039d,https://www.last.fm/music/Foster+the+People,0,"indie, indie pop, alternative"
Destiny's Child,24679092,1933099,a796b92e-c137-4895-9c89-10f900617a4f,https://www.last.fm/music/Destiny%27s+Child,0,"rnb, pop, female vocalists"
Bright Eyes,90412087,1917828,78f797e3-4913-4026-aad0-1cd858bd735b,https://www.last.fm/music/Bright+Eyes,0,"indie, singer-songwriter, folk"
Nina Simone,43635641,1907434,2944824d-4c26-476f-a981-be849081942f,https://www.last.fm/music/Nina+Simone,0,"jazz, soul, female vocalists"
Rammstein,182681339,1907025,b2d122f9-eadb-4930-a196-8f221eeb0c66,https://www.last.fm/music/Rammstein,0,"industrial metal, metal, industrial"
John Legend,33772871,1902544,75a72702-a5ef-4513-bca5-c5b944903546,https://www.last.fm/music/John+Legend,0,"soul, rnb, Neo-Soul"
Mumford & Sons,102987540,1899975,c44e9c22-ef82-4a77-9bcd-af6c958446d6,https://www.last.fm/music/Mumford+&+Sons,0,"folk, indie, british"
Van Halen,40760991,1896589,b665b768-0d83-4363-950c-31ed39317c15,https://www.last.fm/music/Van+Halen,0,"hard rock, classic rock, rock"
Regina Spektor,88937283,1896575,fbb375f9-48bb-4635-824e-4120273b3ba7,https://www.last.fm/music/Regina+Spektor,0,"female vocalists, indie, singer-songwriter"
Ozzy Osbourne,51029334,1895743,8aa5b65a-5b3c-4029-92bf-47a544356934,https://www.last.fm/music/Ozzy+Osbourne,0,"heavy metal, hard rock, metal"
Ed Sheeran,104833094,1894612,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,https://www.last.fm/music/Ed+Sheeran,0,"acoustic, british, singer-songwriter"
Justin Bieber,65300555,1871110,e0140a67-e4d1-4f13-8a01-364355bee46e,https://www.last.fm/music/Justin+Bieber,0,"pop, black metal, justin bieber"
Aretha Franklin,28777341,1863755,2f9ecbed-27be-40e6-abca-6de49d50299e,https://www.last.fm/music/Aretha+Franklin,0,"soul, female vocalists, jazz"
Neil Young,69443107,1862017,75167b8b-44e4-407b-9d35-effe87b223cf,https://www.last.fm/music/Neil+Young,0,"classic rock, singer-songwriter, rock"
Imagine Dragons,94931562,1857041,012151a8-0f9a-44c9-997f-ebd68b5389f9,https://www.last.fm/music/Imagine+Dragons,0,"indie, indie rock, alternative"
Prince,47037233,1854169,cdc0fff7-54cf-4052-a283-319b648670fd,https://www.last.fm/music/Prince,0,"funk, pop, soul"
ABBA,51098577,1848448,d87e52c5-bb8d-4da8-b941-9f4928627dc8,https://www.last.fm/music/ABBA,0,"pop, Disco, 70s"
Two Door Cinema Club,72171499,1835223,6f1de078-6684-4792-820d-2ffad64c15ed,https://www.last.fm/music/Two+Door+Cinema+Club,0,"indie, electronic, british"
Blondie,32947244,1829854,4d2956d1-a3f7-44bb-9a41-67563e1a0c94,https://www.last.fm/music/Blondie,0,"new wave, 80s, rock"
Journey,30056794,1814132,abd506e1-6f2b-4d6f-b937-92c267f6f88b,https://www.last.fm/music/Journey,0,"classic rock, rock, 80s"
Deftones,107251291,1811076,7527f6c2-d762-4b88-b5e2-9244f1e34c46,https://www.last.fm/music/Deftones,0,"Nu Metal, metal, alternative"
The Flaming Lips,56470656,1810049,1f43d76f-8edf-44f6-aaf1-b65f05ad9402,https://www.last.fm/music/The+Flaming+Lips,0,"indie, seen live, alternative"
The National,157059792,1807595,664c3e0e-42d8-48c1-b209-1efca19c0325,https://www.last.fm/music/The+National,0,"seen live, indie rock, indie"
Avenged Sevenfold,104303053,1779237,24e1b53c-3085-4581-8472-0b0088d2508c,https://www.last.fm/music/Avenged+Sevenfold,0,"metalcore, metal, hard rock"
Tiësto,42986200,1764775,aabb1d9f-be12-45b3-a84d-a1fc3e8181fd,https://www.last.fm/music/Ti%C3%ABsto,0,"trance, electronic, dance"
Talking Heads,56661750,1758923,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,https://www.last.fm/music/Talking+Heads,0,"new wave, post-punk, 80s"
Whitney Houston,26456776,1758869,0307edfc-437c-4b48-8700-80680e66a228,https://www.last.fm/music/Whitney+Houston,0,"pop, female vocalists, soul"
J. Cole,48983853,1756610,875203e1-8e58-4b86-8dcb-7190faf411c5,https://www.last.fm/music/J.+Cole,0,"Hip-Hop, rap, underground hip-hop"
Elliott Smith,107856992,1754719,03ad1736-b7c9-412a-b442-82536d63a5c4,https://www.last.fm/music/Elliott+Smith,0,"singer-songwriter, indie, folk"
Van Morrison,35607796,1751663,a41ac10f-0a56-4672-9161-b83f9b223559,https://www.last.fm/music/Van+Morrison,0,"classic rock, singer-songwriter, folk"
Scorpions,54357675,1746560,c3cceeed-3332-4cf0-8c4c-bbde425147b6,https://www.last.fm/music/Scorpions,0,"hard rock, classic rock, rock"
a-ha,30385616,1746157,7364dea6-ca9a-48e3-be01-b44ad0d19897,https://www.last.fm/music/a-ha,0,"80s, pop, new wave"
Kendrick Lamar,134500203,1734698,381086ea-f511-4aba-bdf9-71c753dc5077,https://www.last.fm/music/Kendrick+Lamar,0,"Hip-Hop, rap, seen live"
Avicii,52457448,1726699,c85cfd6b-b1e9-4a50-bd55-eb725f04f7d5,https://www.last.fm/music/Avicii,0,"House, electronic, dance"
Kiss,48658245,1722502,e1f1e33e-2e4c-4d43-b91b-7064068d3283,https://www.last.fm/music/Kiss,0,"hard rock, classic rock, glam rock"
Tool,133121865,1721140,bbfa1e12-8b61-4ed8-bc6e-52d2298f41a2,https://www.last.fm/music/Tool,0,"Progressive metal, Progressive rock, metal"
LCD Soundsystem,54143394,1715180,2aaf7396-6ab8-40f3-9776-a41c42c8e26b,https://www.last.fm/music/LCD+Soundsystem,0,"electronic, indie, seen live"
Sonic Youth,72356616,1711695,be04c6a7-f7e8-4236-8124-3883d05eb259,https://www.last.fm/music/Sonic+Youth,0,"alternative, experimental, post-punk"
Fleet Foxes,71748282,1706794,fa97dd36-1b82-43d7-a6e4-2adeafd59cef,https://www.last.fm/music/Fleet+Foxes,0,"folk, indie, folk rock"
Tyga,17436003,1706515,ce09ea31-3d4a-4487-a797-e315175457a0,https://www.last.fm/music/Tyga,0,"Hip-Hop, rap, hip hop"
Duran Duran,30643241,1706188,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,https://www.last.fm/music/Duran+Duran,0,"new wave, 80s, pop"
Lykke Li,59676600,1705838,cc7d4686-ea02-45fd-956e-94c1a322558c,https://www.last.fm/music/Lykke+Li,0,"indie pop, female vocalists, swedish"
James Brown,24364191,1674559,84783313-2a3f-4f17-ab9a-425a5d527879,https://www.last.fm/music/James+Brown,0,"funk, soul, rhythm and blues"
The Weeknd,131199815,1657577,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,https://www.last.fm/music/The+Weeknd,0,"rnb, electronic, dubstep"
Electric Light Orchestra,34188823,1640242,0c502791-4ee9-4c5f-9696-0602b721ff3b,https://www.last.fm/music/Electric+Light+Orchestra,0,"classic rock, Progressive rock, rock"
Tears for Fears,26128450,1629735,7c7f9c94-dee8-4903-892b-6cf44652e2de,https://www.last.fm/music/Tears+for+Fears,0,"new wave, 80s, pop"
Aphex Twin,81264385,1627088,f22942a1-6f70-4f48-866e-238cb2308fbd,https://www.last.fm/music/Aphex+Twin,0,"electronic, idm, ambient"
Lou Reed,30976884,1621585,9d1ebcfe-4c15-4d18-95d3-d919898638a1,https://www.last.fm/music/Lou+Reed,0,"rock, classic rock, singer-songwriter"
Crystal Castles,107748684,1614351,b1570544-93ab-4b2b-8398-131735394202,https://www.last.fm/music/Crystal+Castles,0,"electronic, 8-bit, new rave"
Iggy Pop,28644918,1609801,f37b3f31-b1f8-4b88-8cb5-b34f709b17d7,https://www.last.fm/music/Iggy+Pop,0,"punk, rock, punk rock"
Cyndi Lauper,18746374,1607459,7bd9e20e-74b9-446a-a2ed-a223f82a36e7,https://www.last.fm/music/Cyndi+Lauper,0,"pop, 80s, female vocalists"
George Michael,23980571,1606338,ccb8f30e-4d71-40c4-8b1d-846dafe73e2c,https://www.last.fm/music/George+Michael,0,"pop, 80s, soul"
Eurythmics,17228289,1597350,b4d32cff-f19e-455f-86c4-f347d824ca61,https://www.last.fm/music/Eurythmics,0,"80s, new wave, pop"
Big Sean,23219526,1582245,942a9807-9c1a-4a0e-a285-1fde2c5be9d1,https://www.last.fm/music/Big+Sean,0,"Hip-Hop, rap, hip hop"
Toto,24581579,1571967,aab5c954-cabe-432e-899e-1c4f99757327,https://www.last.fm/music/Toto,0,"rock, classic rock, 80s"
Bee Gees,24952480,1567769,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,https://www.last.fm/music/Bee+Gees,0,"Disco, pop, 70s"
Jessie J,32413007,1565771,d24fb461-dee8-41fc-bb15-2f13bb2644a6,https://www.last.fm/music/Jessie+J,0,"pop, british, female vocalists"
Foals,76295515,1559355,6a65d878-fcd0-42cf-aff9-ca1d636a8bcc,https://www.last.fm/music/Foals,0,"indie, math rock, indie rock"
Backstreet Boys,34068177,1551345,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,https://www.last.fm/music/Backstreet+Boys,0,"pop, boybands, 90s"
Hans Zimmer,78838314,1527290,e6de1f3b-6484-491c-88dd-6d619f142abc,https://www.last.fm/music/Hans+Zimmer,0,"Soundtrack, instrumental, Classical"
PJ Harvey,62916530,1526638,e795e03d-b5d5-4a5f-834d-162cfb308a2c,https://www.last.fm/music/PJ+Harvey,0,"female vocalists, alternative, rock"
Tom Waits,91370347,1507716,c3aeb863-7b26-4388-94e8-5a240f2be21b,https://www.last.fm/music/Tom+Waits,0,"blues, singer-songwriter, experimental"
Fiona Apple,44888293,1499841,a9ee533f-8871-4f62-a6bb-91eb264abc90,https://www.last.fm/music/Fiona+Apple,0,"female vocalists, singer-songwriter, alternative"
Broken Social Scene,55458591,1498612,2eada8f8-056a-4093-bbc2-004909ce743b,https://www.last.fm/music/Broken+Social+Scene,0,"indie, indie rock, Canadian"
Lorde,93369799,1476196,8e494408-8620-4c6a-82c2-c2ca4a1e4f12,https://www.last.fm/music/Lorde,0,"pop, indie pop, electronic"
Frank Ocean,124002357,1471071,e520459c-dff4-491d-a6e4-c97be35e0044,https://www.last.fm/music/Frank+Ocean,0,"rnb, soul, Hip-Hop"
Demi Lovato,70196319,1458410,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,https://www.last.fm/music/Demi+Lovato,0,"pop, pop rock, female vocalists"
Alice Cooper,33174091,1441355,ee58c59f-8e7f-4430-b8ca-236c4d3745ae,https://www.last.fm/music/Alice+Cooper,0,"hard rock, classic rock, rock"
Matchbox Twenty,26684001,1427690,75af9d25-cf32-49c0-9192-60bd8e9784e6,https://www.last.fm/music/Matchbox+Twenty,0,"rock, alternative rock, alternative"
A Tribe Called Quest,46081244,1424311,9689aa5a-4471-4fb4-9721-07cecda0fa9f,https://www.last.fm/music/A+Tribe+Called+Quest,0,"Hip-Hop, rap, hip hop"
Paul Simon,29993797,1418946,05517043-ff78-4988-9c22-88c68588ebb9,https://www.last.fm/music/Paul+Simon,0,"singer-songwriter, folk, classic rock"
Hall & Oates,18828167,1417746,debabff3-2559-46e5-862d-ef2a906d7010,https://www.last.fm/music/Hall+&+Oates,0,"80s, pop, soft rock"
Cage the Elephant,39638670,1408619,b41b38d4-ef3e-4f37-8c75-cfe9af999696,https://www.last.fm/music/Cage+the+Elephant,0,"indie rock, alternative, rock"
Major Lazer,37182781,1408414,75be165a-ad83-4d12-bd28-f589a15c479f,https://www.last.fm/music/Major+Lazer,0,"seen live, dancehall, electronic"
George Harrison,23712416,1405927,42a8f507-8412-4611-854f-926571049fa0,https://www.last.fm/music/George+Harrison,0,"classic rock, rock, singer-songwriter"
Mark Ronson,23983059,1403851,c3c82bdc-d9e7-4836-9746-c24ead47ca19,https://www.last.fm/music/Mark+Ronson,0,"funk, pop, british"
Ariana Grande,171027662,1396119,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,https://www.last.fm/music/Ariana+Grande,0,"pop, female vocalists, rnb"
Tame Impala,103032624,1395152,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,https://www.last.fm/music/Tame+Impala,0,"Psychedelic Rock, psychedelic, indie rock"
Gucci Mane,22068297,1392091,36494952-f434-45d8-a958-8b4acdbcf8a8,https://www.last.fm/music/Gucci+Mane,0,"Hip-Hop, rap, Dirty South"
Nick Cave & The Bad Seeds,67887277,1381613,172e1f1a-504d-4488-b053-6344ba63e6d0,https://www.last.fm/music/Nick+Cave+&+The+Bad+Seeds,0,"post-punk, rock, alternative"
Neutral Milk Hotel,57540718,1366967,a506f761-2c22-4b2f-8a94-bd748c2c8f75,https://www.last.fm/music/Neutral+Milk+Hotel,0,"indie, indie rock, folk"
Pharrell Williams,17907060,1355502,149f91ef-1287-46da-9a8e-87fee02f1471,https://www.last.fm/music/Pharrell+Williams,0,"Hip-Hop, rnb, rap"
Of Monsters and Men,44359586,1351907,9e103f85-7af7-41d7-b83b-49ba8f0c5abf,https://www.last.fm/music/Of+Monsters+and+Men,0,"indie, folk, indie pop"
"Earth, Wind & Fire",18017584,1351381,535afeda-2538-435d-9dd1-5e10be586774,"https://www.last.fm/music/Earth,+Wind+&+Fire",0,"funk, soul, Disco"
Robyn,40942511,1350836,5a8e07d5-d932-4484-a7f7-e700793a9c94,https://www.last.fm/music/Robyn,0,"pop, electronic, swedish"
Beach House,81305336,1343031,d5cc67b8-1cc4-453b-96e8-44487acdebea,https://www.last.fm/music/Beach+House,0,"dream pop, seen live, indie pop"
Bill Withers,15661581,1337619,fd1a2d9d-9bb6-44de-83a3-41560658aba9,https://www.last.fm/music/Bill+Withers,0,"soul, funk, 70s"
DJ Khaled,16245963,1335692,081a2d60-9791-4e05-a075-f1890355eeee,https://www.last.fm/music/DJ+Khaled,0,"Hip-Hop, rap, hip hop"
All Time Low,66112545,1326165,62162215-b023-4f0e-84bd-1e9412d5b32c,https://www.last.fm/music/All+Time+Low,0,"pop punk, rock, powerpop"
The Temper Trap,27595683,1305203,bb6eaced-69dd-4636-829f-9f987acc4fc3,https://www.last.fm/music/The+Temper+Trap,0,"indie, indie rock, australian"
Morrissey,56822322,1285861,013fa897-86db-41d3-8e9f-386c8a34f4e6,https://www.last.fm/music/Morrissey,0,"indie, seen live, alternative"
Brand New,92058615,1279463,edcea99a-630e-4567-a5b8-21b4c4a01ae2,https://www.last.fm/music/Brand+New,0,"emo, rock, alternative"
Mac Miller,61502217,1268767,a0e8a1b1-5f8f-475a-a253-17415c17d0ff,https://www.last.fm/music/Mac+Miller,0,"Hip-Hop, rap, underground hip-hop"
Kate Bush,46775314,1267864,4b585938-f271-45e2-b19a-91c634b5e396,https://www.last.fm/music/Kate+Bush,0,"female vocalists, singer-songwriter, pop"
The Lumineers,32425277,1243761,bfcb6630-9b31-4e63-b11f-7b0363be72b5,https://www.last.fm/music/The+Lumineers,0,"folk, indie, folk rock"
Third Eye Blind,26906216,1240495,92a42e82-b36f-4308-82c1-68bad2e03c89,https://www.last.fm/music/Third+Eye+Blind,0,"rock, alternative, alternative rock"
Carly Rae Jepsen,50030906,1239582,09887aa7-226e-4ecc-9a0c-02d2ae5777e1,https://www.last.fm/music/Carly+Rae+Jepsen,0,"pop, Canadian, female vocalists"
alt-J,74436615,1229342,fc7bbf00-fbaa-4736-986b-b3ac0266ca9b,https://www.last.fm/music/alt-J,0,"indie, electronic, seen live"
One Direction,81313165,1224819,3fedf601-0039-4ba4-af53-7b6d1ff5b69a,https://www.last.fm/music/One+Direction,0,"pop, british, one direction"
Sex Pistols,22646847,1224640,e5db18cb-4b1f-496d-a308-548b611090d3,https://www.last.fm/music/Sex+Pistols,0,"punk, punk rock, british"
Blue Öyster Cult,19598920,1221188,c7423e0c-ab3e-4ab4-be10-cdff5a9d3062,https://www.last.fm/music/Blue+%C3%96yster+Cult,0,"classic rock, hard rock, rock"
Selena Gomez,67066870,1203783,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,https://www.last.fm/music/Selena+Gomez,0,"pop, female vocalists, Disney"
Bastille,47401708,1201753,fefe1208-5d8c-48a7-9b6c-2f5ffb62b063,https://www.last.fm/music/Bastille,0,"indie, electronic, alternative"
Bring Me the Horizon,98831561,1198866,074e3847-f67f-49f9-81f1-8c8cea147e8e,https://www.last.fm/music/Bring+Me+the+Horizon,0,"deathcore, metalcore, hardcore"
Childish Gambino,67978326,1179662,7fb57fba-a6ef-44c2-abab-2fa3bdee607e,https://www.last.fm/music/Childish+Gambino,0,"Hip-Hop, rap, seen live"
Sam Smith,38466868,1172116,5a85c140-dcf9-4dd2-b2c8-aff0471549f3,https://www.last.fm/music/Sam+Smith,0,"soul, pop, british"
Yo La Tengo,43042374,1171360,3f542031-b054-454d-b57b-812fa2a81b11,https://www.last.fm/music/Yo+La+Tengo,0,"indie, indie rock, seen live"
Dusty Springfield,12810988,1166217,b896aa8c-2761-40ce-b485-0e1fffd26167,https://www.last.fm/music/Dusty+Springfield,0,"soul, female vocalists, 60s"
Paolo Nutini,24700452,1165308,24ea074c-59cc-41c5-a5de-f68c2952965f,https://www.last.fm/music/Paolo+Nutini,0,"singer-songwriter, indie, seen live"
Zedd,25717476,1156653,56c4b861-0922-4c3a-a9b9-3bfcb00f8274,https://www.last.fm/music/Zedd,0,"electronic, electro house, House"
Survivor,8697823,1149216,dded11f4-f525-4e81-b41f-4bfdf27ccf3d,https://www.last.fm/music/Survivor,0,"rock, classic rock, 80s"
A$AP Rocky,61360958,1148869,25b7b584-d952-4662-a8b9-dd8cdfbfeb64,https://www.last.fm/music/A$AP+Rocky,0,"Hip-Hop, rap, seen live"
Santigold,28935316,1147701,97b20fe3-0924-4a5f-9955-d0b5c5f9587f,https://www.last.fm/music/Santigold,0,"electronic, indie, seen live"
Seal,14184993,1146167,f053ae01-dae6-4aae-9883-e8c279fdbef4,https://www.last.fm/music/Seal,0,"soul, pop, singer-songwriter"
Tricky,29385217,1135850,5bf64d94-efd9-4334-96fd-e6197b0b02b8,https://www.last.fm/music/Tricky,0,"trip-hop, electronic, downtempo"
Disclosure,37060542,1135548,ae65c507-d9a0-4d42-9a6c-2b1f82158b9f,https://www.last.fm/music/Disclosure,0,"electronic, seen live, future garage"
Supergrass,15927857,1135385,6386ddff-0d13-4685-9f0a-a82bf022fb1c,https://www.last.fm/music/Supergrass,0,"britpop, indie, rock"
James Blake,52028210,1122905,8dc08b1f-e393-4f85-a5dd-300f7693a8b8,https://www.last.fm/music/James+Blake,0,"dubstep, electronic, experimental"
Jethro Tull,30606513,1110896,ece57992-dc2e-4f67-a269-fa43626c1a3d,https://www.last.fm/music/Jethro+Tull,0,"Progressive rock, classic rock, folk rock"
Chicago,13049356,1079864,a6825a24-05b5-4a6f-b9e6-965e30e84534,https://www.last.fm/music/Chicago,0,"classic rock, rock, 70s"
Hozier,32140355,1071938,b4691384-50c3-4afd-9988-51d3ec5db65d,https://www.last.fm/music/Hozier,0,"blues, indie, soul"
Broken Bells,24279601,1064220,62d364d2-550b-420e-b918-b3bd1e4a2efc,https://www.last.fm/music/Broken+Bells,0,"indie, experimental, indie pop"
Portugal. The Man,40090421,1060666,3599a39e-4e10-4cb5-90d4-c8a015ebc73b,https://www.last.fm/music/Portugal.+The+Man,0,"experimental, indie, seen live"
Grimes,74495808,1047040,7e5a2a59-6d9f-4a17-b7c2-e1eedb7bd222,https://www.last.fm/music/Grimes,0,"electronic, dream pop, experimental"
"Tyler, the Creator",86411844,1043648,f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,"https://www.last.fm/music/Tyler,+the+Creator",0,"Hip-Hop, rap, ofwgkta"
Caribou,33771414,1026289,735e3514-a8ae-401f-af3b-6300df1b8d2c,https://www.last.fm/music/Caribou,0,"electronic, seen live, experimental"
The Red Jumpsuit Apparatus,21796838,1019077,f0e820ab-f31a-400d-9c5e-8be1c8c38726,https://www.last.fm/music/The+Red+Jumpsuit+Apparatus,0,"alternative, emo, rock"
Ace of Base,12745303,1013161,d4a1404d-e00c-4bac-b3ba-e3557f6468d6,https://www.last.fm/music/Ace+of+Base,0,"pop, dance, 90s"
Charli XCX,59458717,992926,260b6184-8828-48eb-945c-bc4cb6fc34ca,https://www.last.fm/music/Charli+XCX,0,"synthpop, pop, electronic"
Clean Bandit,21603328,990309,dacc2d64-7e59-42a8-87a9-10c53919aff2,https://www.last.fm/music/Clean+Bandit,0,"electronic, indie, experimental"
The Neighbourhood,43650839,989454,97b8d224-5660-419c-8dff-4b3bf0c33983,https://www.last.fm/music/The+Neighbourhood,0,"indie, indie rock, indie pop"
The Chainsmokers,29281677,987993,91a81925-92f9-4fc9-b897-93cf01226282,https://www.last.fm/music/The+Chainsmokers,0,"electronic, pop, House"
Grouplove,16907360,986365,d8e41375-bd8d-4e39-9da7-f0c171e97086,https://www.last.fm/music/Grouplove,0,"indie, indie rock, indie pop"
Twenty One Pilots,68788720,976063,a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,https://www.last.fm/music/Twenty+One+Pilots,0,"electronic, alternative, indie"
The 1975,59354313,975879,5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,https://www.last.fm/music/The+1975,0,"indie, indie rock, seen live"
Grateful Dead,34958998,967600,6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,https://www.last.fm/music/Grateful+Dead,0,"classic rock, Psychedelic Rock, psychedelic"
My Bloody Valentine,47038128,956477,8ca01f46-53ac-4af2-8516-55a909c0905e,https://www.last.fm/music/My+Bloody+Valentine,0,"shoegaze, dream pop, indie"
Metronomy,36983667,945516,93eb7110-0bc9-4d3f-816b-4b52ef982ec8,https://www.last.fm/music/Metronomy,0,"electronic, seen live, new rave"
Styx,10537725,943308,835a6d9c-fea0-4a71-ae52-9c4da946433a,https://www.last.fm/music/Styx,0,"classic rock, rock, Progressive rock"
Tove Lo,41522372,920981,56756959-1e78-429c-b897-e1d056cb0225,https://www.last.fm/music/Tove+Lo,0,"pop, swedish, electronic"
Miguel,16656985,919724,f5c1f728-4bf0-48d6-aa2b-1d2e36e2cd56,https://www.last.fm/music/Miguel,0,"rnb, soul, r&b"
Machine Head,35325166,916080,ccd57217-fe4b-406d-8e20-567d25120338,https://www.last.fm/music/Machine+Head,0,"thrash metal, metal, groove metal"
Jonas Brothers,25528556,910397,6e019bc6-5c23-4935-94f0-4a896631d846,https://www.last.fm/music/Jonas+Brothers,0,"pop, pop rock, Disney"
Simply Red,12359829,907909,a9100753-f539-43cf-bcc9-579566fb512e,https://www.last.fm/music/Simply+Red,0,"pop, 80s, soul"
Vance Joy,16629880,904667,df36f6db-5987-46ed-9d02-0cf36ed4e060,https://www.last.fm/music/Vance+Joy,0,"folk, indie, singer-songwriter"
Future,40979046,904658,9f1195cf-9900-45db-bf9c-21c205672ae0,https://www.last.fm/music/Future,0,"Hip-Hop, rap, trap"
Post Malone,61827440,904481,,https://www.last.fm/music/Post+Malone,0,"Hip-Hop, rap, trap"
Martin Garrix,17659992,903436,3e1f2ee4-16be-4406-bf18-6173840cf2b1,https://www.last.fm/music/Martin+Garrix,0,"House, electronic, dance"
Billie Eilish,71261461,899740,,https://www.last.fm/music/Billie+Eilish,0,"pop, indie pop, female vocalists"
The Jesus and Mary Chain,28229148,897202,e938a15c-b17e-4e7a-9f68-ff0d536cab44,https://www.last.fm/music/The+Jesus+and+Mary+Chain,0,"shoegaze, post-punk, alternative"
Kygo,24252001,889270,ba0e7638-0cd6-4ff4-8987-c3e224d22c23,https://www.last.fm/music/Kygo,0,"electronic, House, chillout"
Martin Solveig,9035876,883885,06db73fd-57e2-4a6f-bcd3-699fb7bb7af4,https://www.last.fm/music/Martin+Solveig,0,"House, electronic, dance"
Flume,29567420,871677,35fd8d42-b4a6-4414-9827-8766bd0daa3c,https://www.last.fm/music/Flume,0,"electronic, chillout, seen live"
Icona Pop,13018216,862141,c5f259d0-abd8-418e-81ee-3965fd4e4e9a,https://www.last.fm/music/Icona+Pop,0,"electronic, electropop, swedish"
Coheed and Cambria,51269306,858350,ae1b47d5-5128-431c-9d30-e08fd90e0767,https://www.last.fm/music/Coheed+and+Cambria,0,"Progressive rock, seen live, rock"
Iggy Azalea,31569997,849246,3a052c99-8c18-484a-8beb-9873b4fb3106,https://www.last.fm/music/Iggy+Azalea,0,"Hip-Hop, rap, pop"
Dua Lipa,63869428,845000,,https://www.last.fm/music/Dua+Lipa,0,"pop, electropop, synthpop"
Halsey,52695232,834848,,https://www.last.fm/music/Halsey,0,"pop, indie, indie pop"
Madness,13840092,833073,5f58803e-8c4c-478e-8b51-477f38483ede,https://www.last.fm/music/Madness,0,"ska, 80s, british"
CHVRCHES,41678571,828271,6a93afbb-257f-4166-b389-9f2a1e5c5df8,https://www.last.fm/music/CHVRCHES,0,"synthpop, electronic, electropop"
Shawn Mendes,37410471,827052,b7d92248-97e3-4450-8057-6fe06738f735,https://www.last.fm/music/Shawn+Mendes,0,"pop, Canadian, folk"
Diplo,10555660,818887,a56bd8f9-8ef8-4d63-89a4-794ed1360dd2,https://www.last.fm/music/Diplo,0,"electronic, Hip-Hop, seen live"
Orchestral Manoeuvres in the Dark,12310526,806954,6d072aa8-c851-49c5-92f9-cbca05f4bed9,https://www.last.fm/music/Orchestral+Manoeuvres+in+the+Dark,0,"new wave, 80s, synthpop"
HAIM,29279294,804582,aef06569-098f-4218-a577-b413944d9493,https://www.last.fm/music/HAIM,0,"indie, indie pop, seen live"
Capital Cities,12194718,795187,119a2c67-e6d6-41cf-a58c-c51b75c80daa,https://www.last.fm/music/Capital+Cities,0,"electronic, indie, electropop"
Solange,20422097,792256,ff7103c5-da9e-434d-b8aa-037424ba45ad,https://www.last.fm/music/Solange,0,"rnb, soul, female vocalists"
DJ Snake,12357187,790137,31445b1e-96f3-4c7f-84ec-dd02e647e690,https://www.last.fm/music/DJ+Snake,0,"trap, electronic, dance"
Mayday Parade,27977165,779684,39076047-fce8-44cc-a388-4f6baba4acb4,https://www.last.fm/music/Mayday+Parade,0,"pop punk, emo, rock"
Meek Mill,13646168,776728,31bcadcc-e1da-4cad-bec8-2f4f1d41b095,https://www.last.fm/music/Meek+Mill,0,"Hip-Hop, rap, meek mill"
Steve Aoki,24147002,768690,a39acc4a-985e-4173-a9ed-f325f2d3bc1c,https://www.last.fm/music/Steve+Aoki,0,"electronic, electro, seen live"
Labrinth,9577564,764761,dc99e6fd-c710-4f79-b74b-127b4d0b7849,https://www.last.fm/music/Labrinth,0,"electronic, british, rnb"
